,CN18Sc09_2_eDNA_Z,CN18Sc10_2_eDNA_Z,CN18Sc14_2_eDNA_Z,CN18Sc14_8_eDNA_Z,CN18Sc15_2_eDNA_Z,CN18Sc15_8_eDNA_Z,CN18Sc18_2_eDNA_Z,CN18Sc18_8_eDNA_Z,CN18Sc27_2_eDNA_Z,CN18Sc27_8_eDNA_Z,CN18SESPkoa_SC49_Z,CN18SESPkoa_SC47_Z,CN18SESPkoa_SC45_Z,CN18SESPkoa_SC44_Z,CN18SESPkoa_SC42_Z,CN18SESPkoa_SC41_Z,CN18SESPkoa_SC40_Z,CN18SESPkoa_SC39_Z,CN18SESPkoa_SC37_Z,CN18SESPkoa_SC36_Z,CN18Fc12_8_eDNA_HH,CN18Fc30_4_eDNA_HH,CN18Fc43_5_eDNA_HH,CN18Fc19_5_eDNA_HH,CN18Fc32_4_eDNA_HH,CN18Fc44_8_eDNA_HH,CN18Fc21_6_eDNA_HH,CN18Fc33_5_eDNA_HH,CN18Fc46_8_eDNA_HH,CN18Fc22_6_eDNA_HH,CN18Fc47_6_eDNA_HH,CN18Fc24_6_eDNA_HH,CN18Fc36_6_eDNA_HH,CN18Fc49_6_eDNA_HH,CN18Fc25_5_eDNA_HH,CN18Fc38_5_eDNA_HH,CN18Fc51_5_eDNA_HH,CN18Fc27_4_eDNA_HH,CN18Fc40_6_eDNA_HH,CN18Fc29_6_eDNA_HH,CN18Fc41_6_eDNA_HH,CN18Sc09_2_eDNA_AA,CN18Sc10_2_eDNA_AA,CN18Sc14_2_eDNA_AA,CN18Sc14_8_eDNA_AA,CN18Sc15_2_eDNA_AA,CN18Sc15_8_eDNA_AA,CN18Sc18_2_eDNA_AA,CN18Sc18_8_eDNA_AA,CN18Sc27_2_eDNA_AA,CN18Sc27_8_eDNA_AA,CN18SESPkoa_SC49_AA,CN18SESPkoa_SC47_AA,CN18SESPkoa_SC45_AA,CN18SESPkoa_SC44_AA,CN18SESPkoa_SC42_AA,CN18SESPkoa_SC41_AA,CN18SESPkoa_SC40_AA,CN18SESPkoa_SC39_AA,CN18SESPkoa_SC37_AA,CN18SESPkoa_SC36_AA,CN18FESPkoa_SC58_CC,CN18FESPkoa_SC57_CC,CN18FESPkoa_SC56_CC,CN18FESPkoa_SC55_CC,CN18FESPkoa_SC53_CC,CN18FESPkoa_SC52_CC,CN18FESPkoa_SC49_CC,CN18FESPkoa_SC47_CC,CN18FESPkoa_SC46_CC,CN18FESPkoa_SC44_CC,CN18FESPkoa_SC43_CC,CN18FESPkoa_SC41_CC,CN18FESPkoa_SC40_CC,CN18FESPkoa_SC37_CC,CN18FESPkoa_SC34_CC,CN18FESPkoa_SC32_CC,CN18FESPkoa_SC31_CC,CN18FESPkoa_SC30_CC,CN18FESPkoa_SC29_CC,CN18FESPkoa_SC26_CC,CN18FESPkoa_SC24_CC
ASV_5198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5200,1,0,0,1,0,0,8,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,2,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5202,2,0,1,1,0,2,3,0,2,0,0,1,0,1,0,0,0,0,1,0,2,3,0,6,0,1,2,3,0,7,1,4,3,1,4,3,0,3,1,1,4,0,1,2,0,0,1,0,1,0,0,1,1,0,3,1,2,1,0,1,3,3,6,7,4,1,0,2,7,1,4,2,2,1,4,3,0,3,0,0,0,0
ASV_5203,3,1,2,1,0,0,5,0,2,0,0,1,1,0,0,0,3,0,1,1,1,2,4,2,4,3,10,0,0,1,1,3,0,0,1,1,0,0,2,3,0,0,2,0,3,1,0,2,0,0,0,1,2,1,0,2,0,2,0,0,0,4,5,0,1,1,0,0,0,0,4,0,2,4,0,3,2,2,2,0,0,0
ASV_5205,7,2,2,0,2,0,1,0,4,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,5,2,0,3,8,5,0,7,0,4,1,2,4,5,2,1,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,6,6,6,2,2,2,7,3,4,9,0,8,3,3,1,2,3,1,2
ASV_5208,0,0,1,0,0,5,1,5,0,0,0,0,0,1,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_5211,1,1,2,0,3,0,0,0,4,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5212,3,3,2,0,6,0,7,0,6,0,6,5,2,0,3,0,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,2,5,1,1,0,4,0,3,0,3,5,2,0,4,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_5217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,15,4,0,1,0,1,0,0,1,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,0,1,4,1,0,1,0,0,0,3
ASV_5218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_5228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5229,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
ASV_5230,4,11,6,0,3,0,1,0,5,0,2,2,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,2,0,4,0,3,0,1,0,2,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_5231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,1,8,1,6,2,3,1,2,5,3,5,12,2,0,26,21,28,23
ASV_5232,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
ASV_5235,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5238,3,0,4,2,3,0,2,0,0,0,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5244,3,0,0,2,4,0,1,0,1,0,2,0,1,0,4,0,2,0,1,1,6,2,4,3,2,2,3,5,0,2,0,1,2,0,0,2,0,0,12,5,2,3,2,3,3,1,1,3,0,1,0,1,0,0,0,2,2,1,0,0,1,3,5,1,2,10,3,0,1,2,1,2,3,2,2,3,1,1,0,1,0,1
ASV_5245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5246,0,1,0,0,0,0,0,1,1,0,3,0,1,1,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ASV_5248,0,0,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5249,20,10,1,0,11,0,1,0,3,0,8,9,3,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,2,0,4,0,3,0,0,0,7,6,0,0,6,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5256,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,2,4,2,4,4,0,9,1,2,2,2,3,7,1,4,6,11,9,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,4,1,1,3,3,1,6,4,2,3,0,4,4,5,3,1,0,0,5
ASV_5257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,1,16,5,0,5,2,0,0,0,0,0,3
ASV_5261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ASV_5262,0,0,0,1,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_5263,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5264,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,5,1,6,3,4,1,4,7,1,1,3,3,4,3,0,0,2,1,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,2,13,3,3,13,5,11,9,4,5,5,11,5,2,2,2,8
ASV_5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,0,6,12,4,3,8,2,5,5,0,5,13,5,9,8,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,2,2,0,2,1,1,4,1,7,1,2,9,4,0,1,2
ASV_5270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,10,0,6,4,9,0,20,0,0,1,0,0,2,1,3,7,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,6,6,5,5,8,8,8,7,7,7,9,6,6,7,1,0,1,3
ASV_5273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,0,4,2,1,0,1,0,0,0,1,1,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0
ASV_5277,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,0,2,0,0,1,0,0,1,0,3,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,3,1,1,1,4,1,5,4,8,5,3,2,8,0,0,3,0,0,0
ASV_5279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5280,2,3,2,1,2,0,1,0,1,0,1,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,6,0,0,2,3,0,0,0,3,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_5281,13,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0
ASV_5282,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,4,12,0,2,18,8,1,4,5,9,4,0,4,4,1,7,13,16,10,3,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,6,10,5,8,12,3,5,7,3,5,6,10,5,4,3,5,4,3,0,2,2
ASV_5283,1,0,2,1,1,0,3,0,1,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_5286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,1,1,1,2,3,1,0,0,3,0,4,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,2,2,3,1,0,2,3,1,1,3,2,4,0,3,0,0,0
ASV_5288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,4,4,0,1,3,0,3,3,1,0,1,0,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,5,0,1,3,0,4,5,4,3,2,0,2,1,1,0,0,1
ASV_5291,8,11,9,0,17,0,4,0,2,0,6,6,2,0,7,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,8,0,2,0,2,0,4,5,3,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV_5294,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,1,0,0,2,0,0,0,1,2,0,0,0,4,0,6,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,4,2,4,5,1,11,1,2,15,0,1,4,0,1,0,0,2,0,0,0,2
ASV_5301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,2,2,7,2,0,1,0,3,6,0,6,2,0,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,1,5,2,2,2,3,3,4,1,0,5,5,5,4,1,0,0,2
ASV_5303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,10,4,0,12,9,0,9,1,4,5,3,1,4,2,6,3,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,2,10,2,5,1,0,2,4,8,7,3,2,3,2,12,0,0,0,2
ASV_5304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5306,0,0,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5308,0,0,4,1,0,0,10,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5309,1,2,7,0,2,0,2,0,8,0,4,5,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,0,1,0,1,0,3,0,1,2,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5314,1,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5320,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,1,2,0,0,0,0,0,0,0
ASV_5321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ASV_5327,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
ASV_5335,4,5,4,0,7,0,3,1,13,0,1,6,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,0,10,0,1,0,7,0,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5336,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5338,2,0,0,0,4,0,4,0,1,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,1,1,1,3,0,2,0,4,0,4,1,0,0,1,0,2,0,0,0,0,2,2,1,0,2,0,0,4,1,2,1,2,1,1,2,0,0,0,0,0
ASV_5339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,2,0,8,10,9,1,18,3,16,4,1,3,1,2,4,10,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,7,8,9,0,4,5,2,4,4,12,7,4,7,1,1,2,1
ASV_5340,4,8,4,0,3,0,3,0,7,0,5,14,2,0,7,0,2,0,2,0,0,1,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,9,0,0,3,0,6,0,3,0,4,5,2,0,9,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_5343,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,4,1,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,3,1,3,0,1,0,1,0,5,4,3,0,0,0,0,0,0,0,1
ASV_5344,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,6,9,6,3,5,4,5,0,6,0,3,12,3,8,6,1,3,6,7,17,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,14,14,9,2,11,6,8,6,11,5,8,7,5,11,9,4,7,10,0,0,0
ASV_5345,0,0,0,0,0,1,0,1,0,2,0,0,0,4,0,1,0,0,0,2,0,0,5,2,0,0,1,1,0,1,0,2,0,0,1,0,0,2,1,0,5,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,1,9,4,1,5,2,1,3,2,1,1,2,1,2,3,4,1,1,3,0,1,1
ASV_5347,3,1,4,4,0,0,2,0,5,0,0,0,0,0,5,0,0,0,0,0,0,3,4,9,4,6,2,4,1,1,3,2,1,0,0,2,0,3,6,10,3,4,5,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,3,1,3,0,0,7,4,4,2,2,5,0,0,3,0,0,0,4
ASV_5349,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,10,1,8,9,4,2,18,2,11,7,1,4,9,6,9,11,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,4,4,4,5,5,4,3,6,7,4,6,4,2,5,6,2,0,0
